student_id,subject_id,grade,semester,year,curriculum,grade_num,career
0c619e8dd9d97160ed68403352056c0c,90101002,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0c619e8dd9d97160ed68403352056c0c,90201001,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0c619e8dd9d97160ed68403352056c0c,90201002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
0c619e8dd9d97160ed68403352056c0c,90306008,C+,1,2563,วิศวกรรมคอมพิวเตอร์,2.5,
0c619e8dd9d97160ed68403352056c0c,90402011,B,2,2563,วิศวกรรมคอมพิวเตอร์,3,
0c7f9db581ef4c8ea71f77b391f6e9ca,90108005,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0c7f9db581ef4c8ea71f77b391f6e9ca,90201001,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0c7f9db581ef4c8ea71f77b391f6e9ca,90201002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
0c7f9db581ef4c8ea71f77b391f6e9ca,90201012,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0c7f9db581ef4c8ea71f77b391f6e9ca,90303005,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0c7f9db581ef4c8ea71f77b391f6e9ca,90401013,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0c7f9db581ef4c8ea71f77b391f6e9ca,90592016,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0cfbabac8d108a9563234a75c7690e39,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0cfbabac8d108a9563234a75c7690e39,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0cfbabac8d108a9563234a75c7690e39,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0cfbabac8d108a9563234a75c7690e39,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0cfbabac8d108a9563234a75c7690e39,90644008,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0e12deaf871d3e8ad2ff6c3157dc2103,90594012,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0e12deaf871d3e8ad2ff6c3157dc2103,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0e12deaf871d3e8ad2ff6c3157dc2103,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0e12deaf871d3e8ad2ff6c3157dc2103,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0e12deaf871d3e8ad2ff6c3157dc2103,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0e12deaf871d3e8ad2ff6c3157dc2103,90644008,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0e12deaf871d3e8ad2ff6c3157dc2103,90644010,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0e95fc94ba3c3062694da302e138aece,90101002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
0e95fc94ba3c3062694da302e138aece,90201001,A,1,2562,วิศวกรรมคอมพิวเตอร์,4,
0e95fc94ba3c3062694da302e138aece,90201002,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
